 ID,Company Name,LOCATION,Lat Long,Test ID 1,Test ID 2,Service Type 1,Service Type 2,Service Type 3,Abbv.,Text Description,Phone Number,Phone 2,Extension,Web Address,Main Email,State,Zip Code,County,Region,Hours,Hours of Service,Main Name,Main First,Main Last,Main Contact Position,Main Contact Phone,Main Contact Email,Secondary Name,Secondary First Name,Secondary Last Name,Secondary Contact Position,Secondary Contact Phone,Secondary Contact Email,Image,SEARCH INDEX,Tags,Notes,Verified,ChannelUsers,Replies Often?,Contacted Often?,Has Been Interviewed?,Draft?,Street View URL,Map Embed URL,Relevant Resources,Resource Types,Favorited,Created,Updated
400,Planet Fitness,,"39.918346664709034, -75.1887141043409",28,,Employment,Jobs,Low Income,,"Secondchance employer with positions available – Overnight Gym Maintenance, Janitor & Custodial, Daytime Front Desk Monitor, and Personal Trainer.",215-551-9000,,,https://www.planetfitness.com/gyms/philadelphia-south-philly-pa,,PA,19145,Philadelphia,Quartermaster Plaza,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,,2024-09-22T16:53:29.043Z,2024-09-22T16:53:29.043Z
399,City Fitness,"1819 John F Kennedy Blvd, Philadelphia, PA 19103, USA","39.95452315923421, -75.17056154376449",27,,Employment,Jobs,Low Income,,Secondchance employer with positions available – gym cleaner or personal trainer.,215-302-2300,,,https://cityfitnessphilly.com/logan-square/,logansquare@cityfitnessphilly.com,PA,19103,Philadelphia,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.040Z,2024-10-17T20:00:53.480Z
398,City Fitness,"2112 Fairmount Ave, Philadelphia, PA 19130, USA","39.96716630547303, -75.17274128948539",26,,Employment,Jobs,Low Income,,Secondchance employer with positions available – gym cleaner or personal trainer.,267-534-3435,,,https://cityfitnessphilly.com/fairmount-club/,fairmount@cityfitnessphilly.com,PA,19130,Philadelphia,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.037Z,2024-10-17T20:00:41.990Z
397,United Parcel Service,"15 E Oregon Ave, Philadelphia, PA 19148, USA","39.913582552709116, -75.14464652175505",25,,Employment,Jobs,Low Income,UPS,Secondchance employer with positions available – applications are accepted on a rolling basis.,888-742-5877,,,https://locations.ups.com/us/en/pa/philadelphia/customer-center-004097.html,,PA,19148,Philadelphia,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.034Z,2024-10-17T20:00:29.985Z
396,Community Integrated Services,"441 N 5th St suite 101, Philadelphia, PA 19123, USA","39.95905844770063, -75.14692668167235",24,,Employment,Jobs,Low Income,CIS,Available job openings as Business Development Specialist and Job Coaches. Second chance employer.,215-238-7411,,,cisworks.org/,info@cisworks.org,PA,19123,Philadelphia,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.032Z,2024-10-16T22:02:15.204Z
393,FedEx Ship Center,"3600 Grays Ferry Ave, Philadelphia, PA 19146, USA","39.939510471726095, -75.20144344860955",21,,Employment,Jobs,Low Income,,"FedEx is a second chance employer, and are accepting applications for shipping, receiving, and forklift.",800-463-3339,,,https://local.fedex.com/en-us/pa/philadelphia/muva?cmp=LOC-1001545-3-2-971-1110000-US-US-EN-GPLDROPOFFBOXES,,PA,19146,Philadelphia,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.023Z,2024-10-17T19:59:55.487Z
392,SP Plus Parking,"10 S 8th St, Philadelphia, PA 19106, USA","39.94963625031996, -75.16810984156376",20,,Employment,Jobs,Benefits,SP+,"Second Chance Employer. Has contracts all throughout the city for parking garages, security, and the sporting stadiums in Philadelphia.",215-568-4018,,,spplus.com/,,PA,19017,Philadelphia,,,,Brenda Trampe,Brenda,Trampe,Human Resource Coordinator,215-873-5684,btrampe@spplus.com,Amanda Braccia,Amanda,Braccia,HR Manager,267-282-1167,abraccia@spplus.com,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.021Z,2024-10-16T22:03:40.944Z
391,ACHIEVEability,"5901 Market St suite 410, Philadelphia, PA 19139, USA","39.96206457094292, -75.23913350306893",19,,Housing Assistance,Homelessness,Low Income,,We partner with families experiencing or at-risk-of-experiencing homelessness to provide them with housing and supportive services to empower them to break the cycle of poverty through education.,215-748-8800,,,achieveability.org/aboutus,,PA,19139,Philadelphia,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.018Z,2024-10-16T22:04:02.309Z
390,Horizon House Supported Employment Services,"5901 Market St 3rd floor, Philadelphia, PA 19139, USA","39.962055139902645, -75.2391349374777",18,,Caretaking,Homelessness,Low Income,HHSES,"Horizon House has responded to the needs of individuals by broadening its scope of programs and services for adults with behavioral health needs, individuals with intellectual and developmental disabilities, and the homeless.",215-386-3838,,12253,hhinc.org/about-us/,,PA,19139,Philadelphia,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.015Z,2024-10-16T22:04:47.374Z
389,People Advancing Reintegration Recycle Works,"2024 W Hunting Park Ave, Philadelphia, PA 19140, USA","40.01226155782497, -75.16112269877883",17,,Employment,Disability,Low Income,PAR,This is a non-profit electronics recycler that provides transitional employment to people returning from prison.,267-335-5455,,,par-recycleworks.org/,info@par-recycleworks.org,PA,19140,,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.012Z,2024-10-16T22:05:19.959Z
388,Uplift Workforce Solutions,"417 N 8th St, Philadelphia, PA 19123, USA","39.95918918746169, -75.15158596595128",16,,Employment,Disability,Low Income,,"Uplift Solutions opens barriers to long-term success by providing workforce  development training in HVAC, CDL, and more industries. 

There is a workforce development training program to alleviate poverty by addressing social deficits and access to employment in under-served communities.",833-875-4389,,,upliftsolutions.org/,communications@upliftsolutions.org,PA,19123,Philadelphia,,,,,#VALUE!,#VALUE!,,,barry.johnson@upliftsolutions.org,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.010Z,2025-02-06T18:32:16.875Z
387,Inglis Employment Services,"2560 Belmont Ave, Philadelphia, PA 19131, USA","39.99920071259143, -75.21981212844187",15,,Employment,Disability,Low Income,IES,"IES provides hands-on supported employment services such as skill building, training, and partnership to assist those with disabilities.",866-246-4547,,,philaworks.org,community@inglis.org,PA,19131,Philadelphia,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.007Z,2024-10-16T22:08:46.813Z
386,Philadelphia Opportunities Industrialization Center,"1231 N Broad St, Philadelphia, PA 19122, USA","39.972969624581665, -75.15872758440663",14,,Employment,Low Income,Disability,OIC,"Philadelphia OIC provides workforce development, education, and vocational job training programs to help individuals secure employment.",215-236-7700,,,oicphila.org/,hello@oicphila.org,PA,19122,Philadelphia,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.005Z,2024-10-16T22:15:01.900Z
385,PA CareerLink North,"4261 N 5th St, Philadelphia, PA 19140, USA","40.016464246552644, -75.13466091376526",13,,Employment,Low Income,Disability,,"CareerLink offers job search assistance, career counseling, skills training, and other employment resources.",215-967-9711,215-557-2591,,pacareerlink.pa.gov/,,PA,19140,Philadelphia,Esperanza Nonprofit,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:29.002Z,2024-10-16T22:15:23.662Z
384,PA CareerLink West,"3901 Market St, Philadelphia, PA 19104, USA","39.95729926401547, -75.20149898827991",11,,Employment,Low Income,Disability,,"CareerLink offers job search assistance, career counseling, skills training, and other employment resources.",215-473-3630,215-557-2591,,pacareerlink.pa.gov/,,PA,19104,Philadelphia,University Square Complex,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,,2024-09-22T16:53:28.999Z,2024-09-22T18:30:12.987Z
383,PA CareerLink Suburban Station,"1617 John F Kennedy Blvd #200, Philadelphia, PA 19103, USA","39.95418792283914, -75.16738044108996",10,,Employment,Low Income,Disability,,"CareerLink offers job search assistance, career counseling, skills training, and other employment resources.",215 557-2592,215-557-2591,,pacareerlink.pa.gov/,,PA,19103,Philadelphia,Suburban Station SEPTA commuter rail station,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:28.997Z,2024-10-16T22:15:49.531Z
382,Utilities Emergency Services Fund,"1608 Walnut St #600, Philadelphia, PA 19103, USA","39.9497107746814, -75.16805841761692",8,,Housing Assistance,Homelessness,Low Income,UESF,"This program quickly places people experiencing homelessness into temporary housing. Once housed, individuals or families are set on a path to secure permanent housing.",215-972-5170,(215) 814-6845,,https://uesfacts.org/,,PA,19103,Philadelphia,,"Monday–Friday, 9 a.m.–5 p.m.",,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:28.994Z,2024-10-17T18:31:41.668Z
381,H.E.L.P. Philadelphia,"1500 Market St, Philadelphia, PA 19102, USA","39.95209420573439, -75.16685383177212",7,,Housing Assistance,Homelessness,Low Income,HELP,The facility provides 50 transitional apartments for homeless families and 40 permanent townhouses for low-income families.,215-473-7451,(215) 473-6454,,,,PA,19131,Philadelphia,,,,Shirley Robinson,Shirley,Robinson,Project Director,215.473.7451,Public Health Management Corporation,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:28.992Z,2024-12-10T19:35:02.780Z
380,Community Residential Rehabilitation Services,"9350 Ashton Rd suite 201, Philadelphia, PA 19114, USA","39.96204288418685, -75.23913910598966",6,,Housing Assistance,Homelessness,Mental Health Services,CRRS,This program assists individuals with chronic mental illness live in a group home setting.,215-386-3838,267-350-8600,12224,,,PA,19136,Philadelphia,,"Monday – Friday
8 am – 4 pm",,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:28.989Z,2024-10-16T22:19:12.763Z
379,Bridge House Transitional Housing,"4300 Monument Rd, Philadelphia, PA 19131, USA","40.01701511712326, -75.09466579360301",5,,Housing Assistance,Women,Low Income,,Serves women who come from shelters by providing a safe and supportive home where they may live for up to twelve months while developing self-sufficiency.,215-877-1925,,,https://www.findhelp.org/methodist-services--philadelphia-pa--bridge-house-transitional-housing/4957206332047360?postal=19019,,PA,19131,Philadelphia,,Mon-Fri 8-5,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:28.986Z,2024-10-16T22:27:45.267Z
378,Our Closet In Your Neighborhood,"345 Montgomery Ave, Bala Cynwyd, PA 19004, USA","40.006241512978505, -75.24432686937354",4,,Housing Assistance,Homelessness,Low Income,OCIYN,,267-256-2179,,,https://jfcsphilly.org/our-closet-in-your-neighborhood/,info-ociyn@jfcsphilly.org,,,,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,,2024-09-22T16:53:28.982Z,2024-09-22T16:53:28.982Z
377,Project HOME Outreach Coordination Center,"1515 Fairmount Ave, Philadelphia, PA 19130, USA","39.967328342728926, -75.16292530784942",3,,,,,OCC,"Project HOME's Outreach Coordination Center (OCC), in partnership with the City of Philadelphia and other service providers, coordinates outreach to people living on the streets of Philadelphia.

Outreach response workers build trusting relationships that enable individuals who are homeless to accept placement in appropriate settings where they may obtain needed opportunities to stabilize their lives. The outreach teams attempt to establish a rapport that gradually leads to acceptance and openness to seeking help.

Outreach teams conduct street outreach almost around the clock seven days per week, with additional teams out during summer and winter weather emergencies.",215-232-1984,,,projecthome.org/outreach-coordination-center,,PA,19131,Philadelphia,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,,,,,,,2024-09-22T16:53:28.979Z,2024-09-22T16:53:28.979Z
376,Project HOME,"2826 W Diamond St, Philadelphia, PA 19121, USA","39.96726425698941, -75.16296469072131",2,https://www.projecthome.org/locations,Housing Assistance,Homelessness,Low Income,HOME,"Project HOME provides supportive housing, employment assistance, and other services to help individuals break the cycle of homelessness and poverty.",215-232-7272,(215) 232-0604,,projecthome.org,,PA,19130,Philadelphia,,,,,#VALUE!,#VALUE!,,,,,,,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:28.976Z,2024-10-16T22:32:21.832Z
375,Philadelphia Housing Authority,"2013 Ridge Ave, Philadelphia, PA 19121, USA","39.97669587180632, -75.16894324090042",1,,Housing Assistance,Disability,Low Income,PHA,The Philadelphia Housing Authority offers affordable housing options and support services for eligible individuals and families.,215-684-4000,,,pha.phila.gov,,PA,19121,Philadelphia,,,,FirstN LName,FirstN,LName,,,,FirstName LastN,FirstName,LastN,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,2024-09-22T16:53:28.967Z,2024-10-16T18:44:35.815Z
